"id","name","broader","narrower","used_for","related"
"XX36808","Economic sectors - Property","Economic sectors","","Property industry;Real estate industry;Economic sectors - Real estate",""
"XX101669","Economic sectors - Retail","Economic sectors","","Retail and wholesale industry;Wholesale and retail industry","Occupations - Retail and wholesale workers"
"XX36814","Economic sectors - Retail - Shops and shopping","Economic sectors - Retail","","Shops and shopping;Stores (Retail, Mission etc.);Retail industry  - Shops and shopping",""
"XX36794","Economic sectors - Services","Economic sectors","","Services sector;Service industry",""
"XX36812","Economic sectors - Services - Business","Economic sectors - Services","","Business services sector;Services sector - Business services;Business sector",""
"XX36802","Economic sectors - Services - Business - Advertising and marketing","Economic sectors - Services - Business","","Business services sector  - Advertising and marketing;Advertising and marketing;Marketing and advertising",""
"XX36813","Economic sectors - Services - Business - Personal","Economic sectors - Services - Business","","Personal services sector;Business services sector - Personal;Services sector - Personal services",""
"XX36790","Economic sectors - Tourism","Economic sectors","","Tourism;Cultural tourism","Enterprises - Tourism"
"XX101670","Economic sectors - Trades","Economic sectors","","Trades","Occupations - Tradespeople"
"XX36796","Economic sectors - Trades - Automotive","Economic sectors - Trades","","Trades - Automotive;Automotive trades",""
"XX36800","Economic sectors - Trades - Electrical","Economic sectors - Trades","","Trades - Electrical;Electrical trades",""
"XX36803","Economic sectors - Trades - Metal","Economic sectors - Trades","","Trades - Metal;Metal trades",""
"XX36807","Economic sectors - Trades - Plumbing","Economic sectors - Trades","","Trades - Plumbing;Plumbing trades",""
"XX36816","Economic sectors - Trades - Woodworking and joinery","Economic sectors - Trades","","Trades - Woodworking and joinery;Trades - Joinery;Woodworking and joinery;Carpentry;Joinery",""
"XX36693","Economic sectors - Transport","Economic sectors","","Transport (Economic sector)","Transport;Enterprises - Transport industry"
"XX101671","Economic sectors - Trepang","Economic sectors","","Trepang industry;Beche-de-mer industry;Economic sectors - Beche-de-mer",""
"XX70072","Economic sectors - Whaling","Economic sectors","","Whaling","Occupations - Whalers"
"XX101724","Economic sectors - Wine","Economic sectors","","Wine industry;Wineries","Economic sectors - Viticulture"
"XX35561","Economics","","","",""
"XX35562","Economics - Consumption","Economics","","Household expenditure surveys;Expenditure patterns (Consumers);Consumption (Economics)",""
"XX35559","Economics - Cycles","Economics","","Recessions (Economics);Depressions (Economics);Economic depressions;Economic recessions;Economic cycles",""
"XX43277","Economics - Economic development","Economics","","Economic development;Development, Economic",""
"XX35564","Economics - Income","Economics","","Income",""
"XX35567","Economics - Income - Poverty and low income","Economics - Income","","Economics - Poverty and low income;Poverty and low income;Low income earners",""
"XX35565","Economics - Macroeconomic policy","Economics","","Macroeconomic policy",""
"XX35566","Economics - Microeconomic policy","Economics","","Microeconomic policy",""
"XX35560","Economics - Systems and theories","Economics","","Economic systems and theories;Economic theories",""
"XX35568","Economics - Taxation","Economics","","Taxation;Income tax",""
"XX35563","Economics - Taxation - Goods and services tax (GST)","Economics - Taxation","","Economics - Goods and services tax;Goods and services tax;GST",""
"XX35569","Education","","","",""
"XX35603","Education - Achievement","Education","","Psychology - Education -  Achievement;Educational attainment;Scholastic attainment;Educational achievement;Scholastic achievement;Achievement - Education;Attainment - Education",""
"XX35570","Education - Adult education","Education","","Adult education",""
"XX35571","Education - Distance and remote","Education","","Distance and remote education;Remote education;Correspondence courses",""
"XX35573","Education - Early childhood","Education","","Preschools;Kindergartens;Creches;Early childhood education;Preschool education",""
"XX35572","Education - Early childhood - Curriculum","Education - Early childhood","","Early childhood education - Curriculum;Preschool education - Curriculum;Kindergarten - Curriculum",""
"XX35574","Education - Grants and finance","Education","","Education - Finance;Grants and finance - Education","Finance"
"XX35909","Education - Indigenous studies","Education","","Indigenous studies education;Education about Aborigines and Torres Strait Islanders",""
"XX35905","Education - Indigenous studies - Primary","Education - Indigenous studies","","Indigenous studies education - Primary;Primary education about Aborigines and Torres Strait Islanders","Education - Primary"
"XX35904","Education - Indigenous studies - Primary - Curriculum","Education - Indigenous studies - Primary","","Indigenous studies education - Primary - Curriculum;Curriculum - Indigenous studies - Primary;Primary education about Aborigines and Torres Strait Islanders - Curriculum","Education - Primary - Curriculum"
"XX35907","Education - Indigenous studies - Secondary","Education - Indigenous studies","","Indigenous studies education - Secondary;Secondary education about Aborigines and Torres Strait Islanders","Education - Secondary"
"XX35906","Education - Indigenous studies - Secondary - Curriculum","Education - Indigenous studies - Secondary","","Indigenous studies education - Secondary - Curriculum;Curriculum - Indigenous studies - Secondary;Secondary education about Aborigines and Torres Strait Islanders - Curriculum","Education - Secondary - Curriculum"
"XX35908","Education - Indigenous studies - Tertiary","Education - Indigenous studies","","Indigenous studies education - Tertiary;Tertiary education about Aborigines and Torres Strait Islanders","Education - Tertiary"
"XX43557","Education - Indigenous studies - Tertiary - Curriculum","Education - Indigenous studies - Tertiary","","Indigenous studies education - Tertiary - Curriculum;Curriculum - Indigenous studies - Tertiary;Tertiary education about Aborigines and Torres Strait Islanders (Curriculum)","Education - Tertiary - Curriculum"
"XX36000","Education - Language","Education","","Language - Education;Language education;Language programs",""
"XX35266","Education - Language - Bilingual","Education - Language","","Bilingual education;Language - Bilingualism and multilingualism - Education;Language - Multilingualism -  Education",""
"XX35638","Education - Language - English","Education - Language","","English language education;English language - Education;Language - English - Education",""
"XX103320","Education - Language - English - English as a second language","Education - Language - English","","Language - English - English as a second language;English as a second language - Education;English language - English as a second language;ESL - Education",""
"XX101725","Education - Language - English - Readers and primers","Education - Language - English","","English language education - Readers and primers;Readers and primers - English language;Primers - English language;Language - English -  Readers and primers",""
"XX35889","Education - Language - Indigenous languages","Education - Language","","Indigenous language education;Indigenous languages - Education;Language - Indigenous language - Education",""
"XX35888","Education - Language - Indigenous languages - Readers and primers","Education - Language - Indigenous languages","","Indigenous language education - Readers and primers;Indigenous languages - Education - Readers and primers;Readers and primers - Indigenous languages;Primers - Indigenous languages;Language - Indigenous language - Education - Readers and primers",""
"XX36070","Education - Language - Literacy","Education - Language","","Literacy education;Language - Literacy - Education;Literacy - Education;Education - Literacy",""
"XX35576","Education - Law and legislation","Education","","Law and legislation - Education;Law - Education",""
"XX35604","Education - Policy and administration","Education","","Educational policy and administration;Policy - Education",""
"XX35579","Education - Primary","Education","","Primary education",""
"XX35577","Education - Primary - Curriculum","Education - Primary","","Primary education - Curriculum;Curriculum - Primary","Education - Indigenous studies - Primary - Curriculum"
"XX35578","Education - Primary - Students","Education - Primary","","Education - Primary students;Primary school students;Students - Primary school",""
"XX35605","Education - Psychology","Education","","Psychology - Education;Educational psychology","Psychology"
"XX35580","Education - Scholarships etc.","Education","","ABSTUDY;Abschol;Scholarships",""
"XX35585","Education - Schools","Education","","Schools",""
"XX81794","Education - Schools - Attendance","Education - Schools","","Education - School attendance;School attendance",""
"XX43047","Education - Schools - Boarding schools and residential colleges","Education - Schools","","Education - Boarding schools and residential colleges;Boarding schools;Residential colleges;Schools - Boarding;Colleges - Residential",""
"XX35582","Education - Schools - Buildings","Education - Schools","","School buildings;Education - School buildings;Buildings - Schools;Buildings - Public - Schools","Buildings - Public"
"XX35581","Education - Schools - Community relations","Education - Schools","","Education - School / community relations;Education - Community / school relations;School / community relations;Community / School relations",""
"XX40292","Education - Schools - Community schools","Education - Schools","","Community schools;Schools - Community;Education - Community schools",""
"XX35583","Education - Schools - Excursions","Education - Schools","","Education - School excursions;School excursions;Excursions - School",""
"XX35575","Education - Schools - Homework centres","Education - Schools","","Education - Homework centres;Homework centres",""
"XX43556","Education - Schools - Parent relations","Education - Schools","","Education - School / parent relations;Schools - Parent relations;Parents - School relations",""
"XX35588","Education - Secondary","Education","","Secondary education","Education - Indigenous studies - Secondary"
"XX35586","Education - Secondary - Curriculum","Education - Secondary","","Secondary education - Curriculum;Curriculum - Secondary","Education - Indigenous studies - Secondary - Curriculum"
"XX35587","Education - Secondary - Students","Education - Secondary","","Education - Secondary students;Secondary students;Students - Secondary schools",""
"XX36526","Education - Skills and curriculum","Education","","Skills and curriculum;Curriculum",""
"XX129192","Education - Skills and curriculum - Agriculture and horticulture","Education - Skills and curriculum","","Education - Skills and curriculum - Agriculture;Education - Skills and curriculum - Horticulture",""
"XX190260","Education - Skills and curriculum - Art","Education - Skills and curriculum","","Skills and curriculum - Art",""
"XX35303","Education - Skills and curriculum - Business","Education - Skills and curriculum","","Business skills education;Business skills - Education;Business - Education;Education - Business;Skills and curriculum - Business","Education - Vocational and trades"
"XX35438","Education - Skills and curriculum - Computers","Education - Skills and curriculum","","Education - Skills and curriculum - Information technology;Information technology - Education;Computers - Education;Computing - Education;Computer skills education;Education - Computers;Education - Information technology;Skills and curriculum - Computers",""
"XX35483","Education - Skills and curriculum - Cultural awareness","Education - Skills and curriculum","","Cultural awareness education;Cultural awareness - Education;Race relations - Education;Skills and curriculum - Cultural awareness",""
"XX35549","Education - Skills and curriculum - Domestic science","Education - Skills and curriculum","","Domestic science education;Domestic science - Education;Home science - Education;Home economics - Education;Education - Domestic science;Education - Home science;Skills and curriculum - Domestic science",""
"XX79694","Education - Skills and curriculum - Engineering","Education - Skills and curriculum","","Engineering education;Engineering - Education;Education - Engineering;Skills and curriculum - Engineering",""
"XX35835","Education - Skills and curriculum - History","Education - Skills and curriculum","","History - Education;History education;Education - History;Skills and curriculum - History",""
"XX43558","Education - Skills and curriculum - Leadership and management","Education - Skills and curriculum","","Leadership and management training;Management education;Management training;Education - Leadership;Education - Management;Education - Skills and curriculum - Management;Skills and curriculum - Leadership and management","Education - Skills and curriculum - Business"
"XX36044","Education - Skills and curriculum - Legal studies","Education - Skills and curriculum","","Skills and curriculum - Legal studies;Legal studies",""
"XX36229","Education - Skills and curriculum - Numeracy and mathematics","Education - Skills and curriculum","","Education - Skills and curriculum - Mathematics;Numeracy and mathematics education;Mathematics - Education;Skills and curriculum - Numeracy and mathematics;Skills and curriculum - Mathematics",""
"XX79693","Education - Skills and curriculum - Science","Education - Skills and curriculum","","Skills and curriculum - Science;Science education;Science - Education;Education - Science",""
"XX190261","Education - Skills and curriculum - Social sciences","Education - Skills and curriculum","","Skills and curriculum - Social sciences",""
"XX43188","Education - Skills and curriculum - Sport and physical skills","Education - Skills and curriculum","","Sport and physical education;Sport - Education;Physical education;Education - Sport;Education - Physical skills;Skills and curriculum - Sport and physical skills","Sport - Training"
"XX36727","Education - Skills and curriculum - Vocational guidance","Education - Skills and curriculum","","Vocational guidance;Education - Vocational guidance;Careers counselling;Skills and curriculum - Vocational guidance","Education - Vocational and trades"
"XX35589","Education - Special and remedial","Education","","Special and remedial education;Remedial education",""
"XX35590","Education - Students","Education","","Students",""
"XX105226","Education - Students - Participation and attitudes","Education - Students","","Participation and attitudes - Students - Education;Attitudes and participation - Students - Education",""
"XX103328","Education - Teachers","Education","","Teachers - Education;Teachers - Role and responsibilities","Occupations - Teachers"
"XX35584","Education - Teachers - School principals","Education - Teachers","","Education - School principals;School principals - Role and reponsibilities;Headmasters and headmistresses - Role and responsibilities",""
"XX35594","Education - Teachers - Teacher education","Education - Teachers","","Education - Teacher education;Teacher education;Schoolteachers - Training","Occupations - Teachers"
"XX43186","Education - Teachers - Teacher education - Professional development","Education - Teachers - Teacher education","","Education - Teacher education - Professional development;Education - Teachers - Professional development;Professional development - Teachers",""
"XX103071","Education - Teachers - Teacher-student relationships","Education - Teachers","","Teachers - Teacher-student relationships;Teacher-student relationships;Student-teacher relationships;Relationships, Teacher-student;Relationships, Student-teacher;Education - Teacher-student relationships",""
"XX35593","Education - Teachers - Teachers aides","Education - Teachers","","Education - Teachers aides;Teachers aides - Role and responsibilities","Occupations - Teachers - Teachers aides"
"XX35596","Education - Teaching","Education","","Education - Goals;Education - Strategies;Education - Philosophies;Education - Teaching - Goals;Education - Teaching - Strategies;Education - Teaching - Philosophies;Educational goals, strategies and philosophies;Teaching - Goals / Strategies / Philosophies","Education - Teachers"
"XX35595","Education - Teaching - Materials","Education - Teaching","","Education - Teaching materials;Teaching materials;Educational materials",""
"XX35601","Education - Tertiary","Education","","Tertiary education;University education;Higher education",""
"XX35597","Education - Tertiary - Curriculum","Education - Tertiary","","Tertiary education - Curriculum;Curriculum -  Tertiary",""
"XX35598","Education - Tertiary - Graduates","Education - Tertiary","","Education - Tertiary graduates;Tertiary graduates;University graduates;Graduates - Tertiary",""
"XX35599","Education - Tertiary - Staff","Education - Tertiary","","Education - Tertiary staff;Academics - Education;Tertiary staff - Education;University staff",""
"XX35600","Education - Tertiary - Students","Education - Tertiary","","Education - Tertiary students;Tertiary students;University students;Students - Tertiary",""
"XX35602","Education - Vocational and trades","Education","","Apprentices;Vocational education;Work experience programs","Employment"
"XX35610","Emergency services","","","",""
"XX35611","Emergency services - Disaster relief","Emergency services","","Disaster relief",""
"XX35612","Emergency services - Fire services","Emergency services","","Fire services",""
"XX35613","Emergency services - Search and rescue","Emergency services","","Search and rescue",""
"XX35614","Employment","","","","Occupations"
"XX35630","Employment - Conditions","Employment","","Working conditions;Employment conditions",""
"XX35616","Employment - Conditions - Child labour","Employment - Conditions","","Employment - Child labour;Child labour",""
"XX35619","Employment - Conditions - Industrial relations","Employment - Conditions","","Employment - Industrial relations;Employment - Labour relations;Labour relations;Industrial relations",""
"XX35617","Employment - Conditions - Industrial relations - Awards and enterprise bargaining","Employment - Conditions - Industrial relations","","Employment - Industrial awards and enterprise bargaining;Industrial relations - Awards and enterprise bargaining;Industrial awards;Employment - Awards;Employment - Enterprise bargaining;Enterprise bargaining;Awards (Industrial)",""
"XX35618","Employment - Conditions - Industrial relations - Industrial disputes","Employment - Conditions - Industrial relations","","Industrial relations - Industrial disputes;Employment - Industrial disputes;Strikes;Lockouts;Industrial disputes",""
"XX35626","Employment - Conditions - Industrial relations - Trade unions","Employment - Conditions - Industrial relations","","Industrial relations - Trade unions;Employment - Trade unions;Unionism;Trade unions;Unions",""
"XX35623","Employment - Conditions - Occupational health and safety","Employment - Conditions","","Occupational health and safety",""
"XX35625","Employment - Conditions - Slavery and indentured labour","Employment - Conditions","","Employment - Slavery and indentured labour;Slavery;Indentured labour;Employment - Indentured labour;Employment - Conditions - Indentured labour",""
"XX35628","Employment - Conditions - Wages","Employment - Conditions","","Employment - Wages;Wages;Pay;Salary","Economics - Income"
"XX101793","Employment - Conditions - Wages - Equal wages","Employment - Conditions - Wages","","Equal wages;Wages - Equal wages;Equal pay",""
"XX102836","Employment - Conditions - Wages - Stolen wages","Employment - Conditions - Wages","","Stolen wages;Wages - Stolen wages","Finance - Aboriginal Benefits Trust Fund"
"XX83916","Employment - Conditions - Wages - Stolen wages - Compensation and reparations","Employment - Conditions - Wages - Stolen wages","","Employment - Wages - Reparations;Wages - Stolen wages -  Compensations and reparations;Stolen wages -  Compensations and reparations;Reparations - Stolen wages;Compensations - Stolen wages","Finance - Aboriginal Benefits Trust Fund"
"XX35546","Employment - Discrimination","Employment","","Discrimination - Employment;Discrimination in employment",""
"XX35545","Employment - Discrimination - Anti discrimination measures","Employment - Discrimination","","Discrimination - Employment - Anti discrimination measures;Anti discrimination measures - Employment;Discrimination in employment - Anti discrimination measures;EEO;Equal employment opportunity;Affirmative action anti discrimination measures - Employment",""
"XX35621","Employment - Labour market","Employment","","Labour market",""
"XX101795","Employment - Labour market - Children","Employment - Labour market","","Labour market - Children;Child labour market;Children's labour market;Employment - Children","Employment - Conditions - Child labour"
"XX35620","Employment - Labour market - Grants and finance","Employment - Labour market","","Grants and finance - Employment - Labour market;Grants and finance - Labour market;Labour market - Grants and finance;Labour market - Employment - Grants and finance","Finance;Employment - Programs - Community Development Employment Projects (CDEP)"
"XX101796","Employment - Labour market - Men","Employment - Labour market","","Labour market - Men;Men - Labour market;Employment - Men",""
"XX35629","Employment - Labour market - Women","Employment - Labour market","","Labour market - Women;Employment - Women in the labour market;Women - Employment;Women in the labour market;Women and employment",""
"XX35622","Employment - Law and legislation","Employment","","Law - Employment;Law and legislation - Employment",""
"XX43279","Employment - Programs","Employment","","Employment programs;Programs - Employment",""
"XX35615","Employment - Programs - Community Development Employment Projects (CDEP)","Employment - Programs","","Employment - CDEP (Community Development Employment Projects);Employment - Community Development Employment Projects;CDEP (Community Development Employment Projects);Employment - Programs - CDEP (Community Development Employment Projects);Community Development Employment Projects","Employment - Labour market - Grants and finance;Social welfare - Government;Employment - Labour market - Grants and finance"
"XX119954","Employment - Recruitment","Employment","","Recruitment",""
"XX35624","Employment - Seasonal and casual","Employment","","Seasonal employment;Casual employment;Employment - Casual","Employment - Labour market"
"XX35627","Employment - Unemployment","Employment","","Unemployment","Employment - Labour market"
"XX35631","Employment - Unemployment - Services and agencies","Employment - Unemployment","","Unemployment - Services and agencies;Unemployment - Agencies;Employment - Services and agencies;Employment  - Agencies;Employment services and agencies",""
"XX35639","Enterprises","","","Business enterprises",""
"XX35640","Enterprises - Agriculture and horticulture","Enterprises","","Agriculture and horticulture enterprises;Horticulture enterprises;Agriculture and horticulture - Enterprises","Economic sectors - Agriculture and horticulture"
"XX43272","Enterprises - Aquaculture","Enterprises","","Aquaculture",""
"XX35641","Enterprises - Arts and crafts","Enterprises","","Art industry - Enterprises;Arts and crafts enterprises;Arts and crafts - Enterprises;Crafts - Enterprises;Art - Enterprises;Craft - Enterprises;Enterprises - Craft","Art"
"XX35642","Enterprises - Grants and finance","Enterprises","","Grants and finance - Enterprises","Finance"
"XX43280","Enterprises - Joint ventures","Enterprises","","Joint ventures",""
"XX43281","Enterprises - Mining","Enterprises","","Mining",""
"XX35643","Enterprises - Pastoral industry","Enterprises","","","Economic sectors - Agriculture and horticulture - Pastoral industry"
"XX35644","Enterprises - Tourism","Enterprises","","Tourism enterprises;Cultural tourism","Economic sectors - Tourism"
"XX35645","Enterprises - Transport industry","Enterprises","","Transport industry enterprises",""
"XX35646","Enterprises - Wildlife","Enterprises","","Wildlife enterprises",""
"XX35652","Entertainment","","","","Recreation"
"XX35648","Entertainment - Circuses","Entertainment","","Circuses","Entertainment - Entertainment industry"
"XX35649","Entertainment - Comedians","Entertainment","","Comedians","Entertainment - Entertainment industry"
"XX35651","Entertainment - Entertainment industry","Entertainment","","Entertainment industry",""
"XX101819","Entertainment - Film","Entertainment","","Film - Entertainment",""
"XX35647","Entertainment - Film - Cinemas","Entertainment - Film","","Film - Cinemas;Cinemas;Entertainment - Cinemas",""
"XX35682","Entertainment - Film - Film industry","Entertainment - Film","","Film - Film industry;Film industry",""
"XX35650","Entertainment - Funfairs and sideshows","Entertainment","","Funfairs and sideshows;Sideshows",""
"XX101820","Entertainment - Television","Entertainment","","Television - Entertainment",""
"XX35653","Environment","","","",""
"XX35269","Environment - Biodiversity","Environment","","Biodiversity",""
"XX101842","Environment - Biodiversity - Animals","Environment - Biodiversity","","Biodiversity - Animals;Animals - Biodiversity","Animals - Endangered"
"XX101843","Environment - Biodiversity - Plants","Environment - Biodiversity","","Biodiversity - Plants;Plants - Biodiversity",""
"XX35403","Environment - Climate and weather","Environment","","Climate and weather;Meteorology;Weather",""
"XX35394","Environment - Climate and weather - Bush fires","Environment - Climate and weather","","Climate and weather - Bush fires;Bush fires;Fires - Bush;Weather - Bush fires",""
"XX35404","Environment - Climate and weather - Climate change","Environment - Climate and weather","","Environment - Climate change;Global warming;Greenhouse effect;Climate and weather - Change;Climate change",""
"XX149403","Environment - Climate and weather - Climate change - Carbon management","Environment - Climate and weather - Climate change","","Carbon offsets;Carbon markets;Carbon management",""
"XX35396","Environment - Climate and weather - Drought","Environment - Climate and weather","","Climate and weather - Drought;Drought;Weather - Drought",""
"XX35398","Environment - Climate and weather - Dust","Environment - Climate and weather","","Climate and weather - Dust;Dust;Weather - Dust",""
"XX35399","Environment - Climate and weather - Floods","Environment - Climate and weather","","Climate and weather - Floods;Weather - Floods;Floods",""
"XX44035","Environment - Climate and weather - Seasons","Environment - Climate and weather","","Climate and weather - Seasons;Seasons;Weather - Seasons",""
"XX35397","Environment - Climate and weather - Seasons - Dry season","Environment - Climate and weather - Seasons","","Climate and weather - Seasons - Dry season;Weather - Dry season;Weather - Seasons - Dry season;Climate and weather - Dry season;Dry season;Seasons - Dry",""
"XX35402","Environment - Climate and weather - Seasons - Wet season","Environment - Climate and weather - Seasons","","Climate and weather - Seasons - Wet season;Climate and weather - Wet season;Weather - Wet season;Weather - Seasons - Wet season;Wet season;Seasons - Wet",""
"XX35401","Environment - Climate and weather - Storms","Environment - Climate and weather","","Climate and weather - Storms;Weather - Storms;Storms",""
"XX35395","Environment - Climate and weather - Storms - Cyclones","Environment - Climate and weather - Storms","","Climate and weather - Cyclones;Cyclones;Storms - Cyclones;Weather - Cyclones;Weather - Storms - Cyclones",""
"XX35658","Environment - Conservation","Environment","","Environmental conservation;Conservation - Environment",""
"XX35654","Environment - Conservation - Conservation areas","Environment - Conservation","","Conservation - Conservation areas;Environmental conservation - Conservation areas;Conservation areas;Parks (Conservation areas);National parks;State parks;Marine parks;Nature reserves;Conservation parks",""
"XX35657","Environment - Conservation - Conservation areas - World Heritage List","Environment - Conservation - Conservation areas","","Environmental conservation - Conservation areas - World Heritage List;Conservation areas - World Heritage List;World Heritage List;Environmental conservation - World Heritage List",""
"XX35558","Environment - Conservation - Ecologically sustainable development","Environment - Conservation","","Conservation - Ecologically sustainable development;Ecologically sustainable development;ESD;Environmental conservation - Ecologically sustainable development;Sustainable development",""
"XX35659","Environment - Conservation - Environmental impact studies","Environment - Conservation","","Conservation - Environmental impact studies;Environmental impact studies;Environment impact statements;Environmental conservation - Environmental impact studies;EIS",""
"XX35724","Environment - Conservation - Forests","Environment - Conservation","","Forestry - Conservation;Forestry conservation;Conservation - Forests;Forests - Conservation;Environmental conservation - Forests","Forestry;Environment - Forests"
"XX35655","Environment - Conservation - Grants and finance","Environment - Conservation","","Conservation - Grants and finance;Environmental conservation - Grants and finance;Grants and finance - Environment - Conservation","Finance"
"XX35656","Environment - Conservation - Law and legislation","Environment - Conservation","","Environmental conservation - Law and legislation;Conservation - Law and legislation;Environmental law;Law - Environmental;Law - Environmental conservation",""
"XX101937","Environment - Deserts","Environment","","Deserts - Environment",""
"XX101872","Environment - Forests","Environment","","Forests - Environment","Environment - Conservation - Forests"
"XX101938","Environment - Lakes and rivers","Environment","","Lakes and rivers - Environment;Rivers and lakes - Environment;Environment - Rivers",""
"XX35971","Environment - Land management","Environment","","Land - Management;Land management",""
"XX35968","Environment - Land management - Clearing","Environment - Land management","","Land management - Clearing;Land - Clearing;Land clearing",""
"XX35691","Environment - Land management - Fire","Environment - Land management","","Land management - Fire;Fire - Management;Fire management;Fire use",""
"XX35973","Environment - Land management - Rehabilitation","Environment - Land management","","Land management - Rehabilitation;Land -  Rehabilitation;Land rehabilitation;Revegetation projects;Reforestation projects;Landcare program",""
"XX35970","Environment - Land management - Soil resources","Environment - Land management","","Land management - Soil resources;Land - Management - Soil resources;Soil resources;Soil  conservation",""
"XX101939","Environment - Mountains","Environment","","Mountains - Environment",""
"XX36345","Environment - Pollution and hazardous substances","Environment","","Hazardous substances;Pollution and hazardous substances",""
"XX144270","Environment - Pollution and hazardous substances - Carbon dioxide","Environment - Pollution and hazardous substances","","Greenhouse gas pollution",""
"XX103507","Environment - Pollution and hazardous substances - Radioactive waste","Environment - Pollution and hazardous substances","","Radioactive waste;Waste - Radioactive",""
"XX43559","Environment - Resource management","Environment","","Resource management;Natural resource management",""
"XX93820","Environment - Sea management","Environment","","Sea management;Marine resources management",""
"XX101750","Ethics","","","",""
"XX101858","Ethics - Government","Ethics","","Government ethics;Politics and Government - Ethics;Political ethics",""
"XX101859","Ethics - History","Ethics","","History - Ethics",""
"XX101860","Ethics - Law","Ethics","","Law - Ethics;Legal ethics",""
"XX101861","Ethics - Medicine","Ethics","","Medicine - Ethics;Medical ethics",""
"XX35663","Family","","","",""
"XX35664","Family - Cousins","Family","","Cousins",""
"XX101955","Family - Education","Family","","Education - Family;Family education",""
"XX35665","Family - Grandparents","Family","","Grandparents",""
"XX101956","Family - Mediation and dispute resolution","Family","","Mediation - Family;Dispute resolution - Family",""
"XX35666","Family - Mothers in law","Family","","Mothers in law",""
"XX35667","Family - Parents","Family","","Parents",""
"XX35668","Family - Paternity","Family","","Paternity",""
"XX35880","Family - Paternity - Illegitimacy","Family - Paternity","","Paternity - Illegitimacy;Illegitimacy","Child welfare"
"XX35669","Family - Siblings","Family","","Siblings;Brothers, Sisters;Sisters, Brothers",""
"XX35670","Family - Sole parents","Family","","Sole parents;Single parents",""
"XX35671","Family - Uncles and aunts","Family","","Uncles and aunts;Aunts",""
"XX35675","Family - Violence","Family","","Domestic violence;Family violence","Crime - Against persons"
"XX35672","Family - Widows and widowers","Family","","Widows and widowers","Gender relations - Marriage"
"XX35681","Feuds and warfare","","","Warfare, Inter-group;War;Inter-group warfare",""
"XX35260","Feuds and warfare - Avenging","Feuds and warfare","","Avenging;Payback",""
"XX101994","Feuds and warfare - Spear fighting","Feuds and warfare","","Spear fighting - Feuds;Spear fighting - Warfare","Weapons - Spears - Fighting"
"XX104146","Film","","","",""
"XX36834","Film - Archives issues","Film","","","Photography;Cultural heritage - Protection"
"XX130938","Film - Criticism and analysis","Film","","",""
"XX104136","Film - Ethnographic","Film","","Film-making - Ethnographic;Ethnographic films",""
"XX104131","Film - Film making","Film","","Film making",""
"XX106397","Film - Grants and finance","Film","","Film grants",""
"XX104143","Film - Technical issues","Film","","Technical issues in film;Film making - Technical issues",""
"XX35683","Finance","","","",""
"XX35684","Finance - Aboriginal Benefits Trust Fund","Finance","","Aboriginal Benefits Trust Fund","Employment - Conditions - Wages - Stolen wages;Employment - Conditions - Wages - Stolen wages - Compensation and reparations"
"XX35685","Finance - Accounting and accountancy","Finance","","Accounting and accountancy;Auditing",""
"XX35687","Finance - Budgets","Finance","","Budgets and budgeting",""
"XX35686","Finance - Budgets - Commonwealth Government","Finance - Budgets","","Budgets - Commonwealth Government",""
"XX171310","Finance - Budgets - Local government","Finance - Budgets","","Local government budgets;Budgets - Local government",""
"XX171279","Finance - Budgets - State and territory","Finance - Budgets","","State budgets;Territory budgets;State and territory budgets",""
"XX105227","Finance - Financial management","Finance","","Financial management",""
"XX105228","Finance - Financial management - Credit","Finance - Financial management","","Financial management - Credit;Credit - Financial management",""
"XX35688","Finance - Financial management - Grants agencies","Finance - Financial management","","Grants agencies;Agencies - Grants",""
"XX35689","Finance - Financial management - Recipient","Finance - Financial management","","Financial management - Recipient",""
"XX35709","Fishing","","","","Hunting, gathering and fishing"
"XX35701","Fishing - Fish hooks","Fishing","","Fish hooks",""
"XX35702","Fishing - Fish nets","Fishing","","Fish nets;Nets, Fishing",""
"XX35703","Fishing - Fish poisoning","Fishing","","Fish poisoning",""
"XX35704","Fishing - Fish traps","Fishing","","Fish traps",""
"XX35705","Fishing - Fish weirs","Fishing","","Fish weirs",""
"XX108476","Fishing - Fishing spears","Fishing - Spearfishing","","Fishing spears",""
"XX35706","Fishing - Harpooning","Fishing","","Harpooning",""
"XX35707","Fishing - Spearfishing","Fishing","","Spearfishing",""
"XX35708","Fishing - Vessels","Fishing","","Trawlers;Fishing vessels","Transport - Water;Hunting, gathering and fishing"
"XX35714","Food","","","",""
"XX35302","Food - Bush tucker","Food","","Bush tucker;Bush food;Bushtucker",""
"XX35715","Food - Canteens, tuckshops etc.","Food","","Canteens, tuckshops etc.;Tuckshops etc.",""
"XX35718","Food - Food industry","Food","","Food industry;Industry - Food","Economic sectors - Agriculture and horticulture;Enterprises - Agriculture and horticulture"
"XX35719","Food - Food industry - Food outlets","Food - Food industry","","Trades - Cooking;Food outlets;Catering and cooking trades;Cooking trades",""
"XX36104","Food - Food industry - Meatworks and abattoirs","Food - Food industry","","Meatworks and abattoirs;Abattoirs","Economic sectors - Agriculture and horticulture - Pastoral industry;Enterprises - Pastoral industry"
"XX35721","Food - Food shortages","Food","","Food - Shortages;Food shortages;Shortages - Food;Famines",""
