"id","name","broader","narrower","used_for","related"
"XX35463","Art - Crafts - Models and model making","Art - Crafts","","Crafts - Models and model making;Arts and crafts - Models and model making;Model making;Models and model making",""
"XX35464","Art - Crafts - Needlework","Art - Crafts","","Sewing;Embroidery;Needlework;Crafts - Needlework;Arts and crafts - Needlework",""
"XX120666","Art - Crafts - Pokerwork","Art - Crafts","","Pokerwork;Pyrography;Wood burning;Pyrogravure;Arts - Crafts - Pokerwork;Arts and crafts - Pokerwork",""
"XX100961","Art - Crafts - Shell works","Art - Crafts","","Crafts - Shell works;Shell works;Arts and crafts - Shell works",""
"XX124690","Art - Crafts - Spinning","Art - Crafts","","Spinning;Arts - Crafts - Spinning",""
"XX35466","Art - Crafts - Weaving","Art - Crafts","","Crafts - Weaving;Arts and crafts - Weaving;Weaving - Crafts",""
"XX102563","Art - Digital media and technology","Art","","Digital media - Art;Technology - Art",""
"XX35202","Art - Drawing","Art","","Drawing",""
"XX35201","Art - Drawing - Crayon drawing","Art - Drawing","","Art - Crayon drawings;Crayon drawings",""
"XX100963","Art - Economic aspects","Art","","Economic aspects of art;Art industry - Economic aspects",""
"XX102212","Art - Economic aspects - Markets","Art - Economic aspects","","Economic aspects of art - Markets;Markets - Art;Art - Markets",""
"XX43224","Art - Economic aspects - Markets - Market places","Art - Economic aspects - Markets","","Art - Market places;Economic aspects of art - Markets - Market places;Market places - Art;Markets - Art - Market places",""
"XX101388","Art - Economic aspects - Markets - Market places - Auctions","Art - Economic aspects - Markets - Market places","","Economic aspects of art - Markets - Market places - Auctions;Art - Market places - Auctions;Market places - Art - Auctions;Markets - Art - Auctions;Auctions - Art;Art auctions",""
"XX101391","Art - Economic aspects - Markets - Market places - Dealers","Art - Economic aspects - Markets - Market places","","Art - Market places - Dealers;Economic aspects of art - Markets - Market places - Dealers;Market places - Art - Dealers;Markets - Art - Dealers;Dealers - Art","Art - Economic aspects - Markets - Sales"
"XX101389","Art - Economic aspects - Markets - Market places - Galleries","Art - Economic aspects - Markets - Market places","","Art - Market places - Galleries;Economic aspects of art - Markets - Market places - Galleries;Art - Galleries - Market places;Market places - Art - Galleries;Galleries - Art - Market places;Markets - Art - Galleries","Art - Galleries;Art - Exhibitions"
"XX102213","Art - Economic aspects - Markets - Marketing","Art - Economic aspects - Markets","","Markets - Art - Marketing;Economic aspects of art - Markets - Marketing;Marketing - Art",""
"XX102214","Art - Economic aspects - Markets - Sales","Art - Economic aspects - Markets","","Economic aspects of art - Sales;Sales - Art;Markets - Art - Sales;Art - Sales;Art sales","Art - Economic aspects - Markets - Market places - Auctions;Art - Economic aspects - Markets - Market places - Dealers"
"XX108939","Art - Ephemera","Art","","Ephemeral art",""
"XX109012","Art - Ephemera - Cards/postcards","Art - Ephemera","","Art - Cards/postcards",""
"XX101264","Art - Exhibitions","Art","","Exhibitions - Art;Art exhibitions","Art - Galleries;Art - Economic aspects - Markets - Market places;Cultural heritage - Protection - Museums and keeping places"
"XX100964","Art - Film","Art","","Film - Art",""
"XX100965","Art - Film - Film-makers","Art - Film","","Film-makers;Film - Film-makers;Cinematographers",""
"XX121592","Art - Film - Theory and criticism","Art - Film","","","Art - Theory and criticism"
"XX35205","Art - Finger painting","Art","","Art - Finger paintings;Finger paintings",""
"XX101263","Art - Galleries","Art","","Galleries - Art;Art galleries","Art - Exhibitions;Art - Economic aspects - Markets - Market places - Galleries;Cultural heritage - Protection - Museums and keeping places"
"XX35206","Art - Grants and finance","Art","","Grants and finance - Art","Finance"
"XX35207","Art - Graphic design and book illustration","Art","","Book cover design;Graphics design;Book illustration",""
"XX101392","Art - Masks","Art","","Masks - Art","Costume and clothing - Masks"
"XX102575","Art - Mixed media","Art","","Mixed media - Art",""
"XX102576","Art - Modernism","Art","","Modernism",""
"XX89228","Art - Mosaic","Art","","Mosaics",""
"XX35210","Art - Mural and street art","Art","","Murals and street art;Street art",""
"XX100969","Art - Objects and installations","Art","","Objects and installations - Art;Three dimensional objects;Installations - Art;Art - Installations",""
"XX38550","Art - Painting","Art","","Painting",""
"XX35194","Art - Painting - Acrylic","Art","","Art - Acrylic painting;Painting - Acrylic;Acrylic painting","Art - Painting"
"XX43196","Art - Painting - Acrylic - Dot","Art - Painting - Acrylic","","Art - Dot painting;Dot painting;Art - Dotpaintings;Dotpainting","Art - Art motifs - Dot"
"XX35195","Art - Painting - Bark","Art - Painting","","Art - Bark painting;Bark paintings",""
"XX35225","Art - Painting - Watercolour","Art","","Art - Watercolour paintings;Watercolour painting;Watercolour drawing",""
"XX174857","Art - Performance art","Art","","Performance art",""
"XX101394","Art - Photography","Art","","Photography - Art;Photography (Art)","Photography"
"XX101396","Art - Photography - Photographers","Art - Photography","","Photography - Photographers;Photographers","Photography"
"XX103692","Art - Policy and administration","Art","","Policy - Art;Administration - Art",""
"XX105892","Art - Postage stamp","Art","","Art - Postage stamps;Postage stamps (Art)",""
"XX35211","Art - Poster","Art","","Art - Posters;Posters",""
"XX103024","Art - Postmodernism","Art","","Postmodernism - Art",""
"XX163789","Art - Power relations","Art","","",""
"XX35212","Art - Print and printmaking","Art","","Prints and printmaking - Art;Art - Prints and printmaking;Printmaking - Art;Art - Printmaking",""
"XX167238","Art - Print and printmaking - Digital print","Art - Print and Printmaking","","Print and printmaking - Digital print;Digital printmaking (Art)",""
"XX171587","Art - Print and printmaking - Engraving","Art - Print and printmaking","","Print and printmaking - Engraving;Engraved prints",""
"XX171696","Art - Print and printmaking - Etching","Art - Print and printmaking","","Print and printmaking - Etching;Etching",""
"XX171568","Art - Print and printmaking - Linocut","Art - Print and printmaking","","Linocut printing;Linocut prints",""
"XX171562","Art - Print and printmaking - Lithograph","Art - Print and printmaking","","Lithograph printing;Lithograph prints",""
"XX171565","Art - Print and printmaking - Screenprint","Art - Print and printmaking","","Screenprinting;Screenprints",""
"XX171561","Art - Print and printmaking - Woodblock","Art - Print and printmaking","","Woodblock printing;Woodblock prints",""
"XX105229","Art - Production","Art","","Production - Art;Art industry - Production","Art - Economic aspects;Enterprises - Arts and crafts;Economic sectors - Arts and entertainment"
"XX35227","Art - Production - Materials / techniques","Art - Production","","Materials / techniques - Art;Art materials / techniques;Techniques / materials - Art",""
"XX158883","Art - Production - Materials / techniques - Bark","Art - Production - Materials / techniques","","Art - Media - Bark","Art - Painting - Bark"
"XX158870","Art - Production - Materials / techniques - Charcoal","Art - Production - Materials / techniques","","Art - Media - Charcoal;Art - Charcoal",""
"XX158874","Art - Production - Materials / techniques - Crayon","Art - Production - Materials / techniques","","Art - Media - Crayon;Crayon art",""
"XX167165","Art - Production - Materials / techniques - Etching","Art - Production - Materials / techniques","","Etching",""
"XX158880","Art - Production - Materials / techniques - Fibre/Grass","Art - Production - Materials / techniques","","Art - Media - Fibre/Grass","Art - Sculpture - Fibre/Grass"
"XX158876","Art - Production - Materials / techniques - Glass","Art - Production - Materials / techniques","","Art - Media - Glass","Art - Craft - Glass works"
"XX158877","Art - Production - Materials / techniques - Metal","Art - Production - Materials / techniques","","Art - Media - Metal","Art - Sculpture - Metal"
"XX158871","Art - Production - Materials / techniques - Ochre","Art - Production - Materials / techniques","","Ochre art;Ochre drawing;Art - Media - Ochre","Technology - Pigments and ochres"
"XX158872","Art - Production - Materials / techniques - Oil paint","Art - Production - Materials / techniques","","Oil painting;Art - Media - Oil paint",""
"XX158886","Art - Production - Materials / techniques - Paper","Art - Production - Materials / techniques","","Art - Media - Paper",""
"XX158873","Art - Production - Materials / techniques - Pencil","Art - Production - Materials / techniques","","Pencil drawing;Art - Media - Pencil",""
"XX158879","Art - Production - Materials / techniques - Stone","Art - Production - Materials / techniques","","Art - Media - Stone","Art - Sculpture - Stone"
"XX158875","Art - Production - Materials / techniques - Watercolour","Art - Production - Materials / techniques","","Art - Media - Watercolour","Art - Painting - Watercolour"
"XX158881","Art - Production - Materials / techniques - Wood","Art - Production - Materials / techniques","","Art - Media - Wood","Art - Sculpture - Wood"
"XX149439","Art - Resale rights","Art","","Art - Royalties;Resale rights","Art - Economic aspects - Markets - Sales"
"XX35216","Art - Rock art","Art","","Rock art",""
"XX35213","Art - Rock art - Conservation","Art - Rock art","","Art - Rock art conservation;Rock art - Conservation",""
"XX35214","Art - Rock art - Dating and attribution","Art - Rock art","","Rock art - Dating and attribution;Dating - Rock art;Attribution - Rock art;Art - Rock art dating and attribution","Dating and chronology"
"XX35217","Art - Rock art - Engraving","Art - Rock art","","Art - Rock engraving;Rock engravings;Petroglyphs",""
"XX100966","Art - Rock art - Engraving - Cupules","Art - Rock art - Engraving","","Art - Rock engraving - Cupules;Rock engravings - Cupules;Cupules",""
"XX35218","Art - Rock art - Painting","Art - Rock art","","Art - Rock painting;Rock paintings;Cave painting",""
"XX35215","Art - Rock art - Retouching","Art - Rock art","","Art - Rock art - Repainting;Rock art - Retouching;Retouching of rock art;Repainting of rock art",""
"XX35219","Art - Sand and ground design","Art","","Sand and ground designs;Sand drawings;Ground designs",""
"XX35220","Art - Sculpture","Art","","Sculpture",""
"XX103219","Art - Sculpture - Carving","Art - Sculpture","","Sculpture - Carving;Art - Carving - Sculpture;Carving - Sculpture",""
"XX35208","Art - Sculpture - Carving - Human figure","Art - Sculpture - Carving","","Art - Sculpture - Human figure carvings;Art - Human figure carvings;Human figure carvings;Carvings - Human figure",""
"XX183881","Art - Sculpture - Carving - Human figure - Bagu","Art - Sculpture - Carving - Human figure","","Bagu figures;Human figure",""
"XX35223","Art - Sculpture - Carving - Tree carving","Art - Sculpture - Carving","","Art - Tree carving;Tree carvings;Carvings - Tree;Carved trees;Dendroglyphs;Arborglyphs;|wnno|aArt - Sculpture - Tree carving",""
"XX35226","Art - Sculpture - Carving - Wood","Art - Sculpture - Carving","","Art - Wood carvings and sculpture;Wood - Carvings and sculpture;Wood - Sculpture",""
"XX158616","Art - Sculpture - Fibre/Grass","Art - Sculpture","","Grass sculpture;Fibre sculpture",""
"XX108684","Art - Sculpture - Fish trap","Art - Sculpture","","Fish trap sculpture",""
"XX107759","Art - Sculpture - Glass","Art - Sculpture","","Glass sculpture;Art glass sculpture",""
"XX107758","Art - Sculpture - Hollow log","Art - Sculpture - Carving - Wood","","Hollow log carving","Death - Mortuary / funeral ceremonies - Mortuary objects - Coffins - Log coffins"
"XX107760","Art - Sculpture - Metal","Art - Sculpture","","Metal sculpture",""
"XX172802","Art - Sculpture - Soft sculpture","Art - Sculpture","","Soft sculpture",""
"XX158617","Art - Sculpture - Stone","Art - Sculpture","","Stone sculpture",""
"XX158618","Art - Sculpture - Wood","Art - Sculpture","","Wood sculpture",""
"XX167700","Art - Souvenir / Curio","Art","","Souvenir art;Curio art",""
"XX105233","Art - Subjects","Art","","Subjects - Art",""
"XX105281","Art - Subjects - Ancestral / totemic beings","Art - Subjects","","Ancestral / totemic beings - Art;Totemic beings - Art",""
"XX182487","Art - Subjects - Animals","Art - Subjects","","Animals in art",""
"XX182475","Art - Subjects - Animals - Dingoes/Dogs","Art - Subjects - Animals","","",""
"XX182476","Art - Subjects - Animals - Dugongs","Art - Subjects - Animals","","",""
"XX182479","Art - Subjects - Animals - Invertebrates","Art - Subjects - Animals","","",""
"XX182480","Art - Subjects - Animals - Turtles","Art - Subjects - Animals","","",""
"XX182481","Art - Subjects - Celestial","Art - Subjects","","Celestial phenomena in art",""
"XX35230","Art - Subjects - Contact","Art - Subjects","","Art  - Contact;Contact - Art",""
"XX182482","Art - Subjects - Dreamtime story","Art - Subjects","","Dreamtime in art",""
"XX176841","Art - Subjects - Dynamic figures","Art - Subjects","","Dynamic figures;Dynamic style - Art",""
"XX35229","Art - Subjects - Gwion Gwion figures","Art - Subjects","","Art - Subjects - Bradshaw figures;Gwion Gwion figures;Bradshaw figures",""
"XX105237","Art - Subjects - Landscapes","Art - Subjects","","Landscapes - Art",""
"XX176842","Art - Subjects - Mimi","Art - Subjects","","Mimi art",""
"XX182483","Art - Subjects - Plants","Art - Subjects","","Plants in art",""
"XX105234","Art - Subjects - Portraits","Art - Subjects","","Portraits - Art;Art - Portraits",""
"XX35237","Art - Subjects - Quinkan","Art - Subjects","","Quinkan art",""
"XX182484","Art - Subjects - Spirit beings","Art - Subjects","","Spirit beings in art",""
"XX35240","Art - Subjects - Wandjina","Art - Subjects","","Art - Subjects - Wondjina;Art - Subjects - Wanjina;Art - Subjects - Gulingi;Gulingi;Wandjina art;Wanjina art;Wondjina art",""
"XX149573","Art - Subjects - Wararrajai figures","Art - Subjects","","Wararrajai figures",""
"XX182485","Art - Subjects - Water sources","Art - Subjects","","Water sources in art",""
"XX43143","Art - Subjects - Water transport","Art - Subjects","","Art  - Water transport;Water transport - Art motifs;Transport - Water - Art",""
"XX71214","Art - Textiles","Art","","Textiles;Art - Fabrics;Textile art",""
"XX35196","Art - Textiles - Batik","Art - Textiles","","Art - Batik;Batik",""
"XX38553","Art - Theory and criticism","Art","","Theory and criticism - Art;Art - Criticism",""
"XX35221","Art - Toas","Art","","Toas",""
"XX35222","Art - Tourist art","Art","","Tourist art",""
"XX35224","Art - Urban art","Art","","Urban art",""
"XX103148","Attitudes","","","","Race relations - Representation"
"XX35250","Attitudes - Indigenous attitudes","Attitudes","","Indigenous attitudes",""
"XX43235","Attitudes - Indigenous perspectives","Attitudes","","Indigenous perspectives",""
"XX35251","Attitudes - Opinion surveys","Attitudes","","Opinion surveys;Public opinion polls;Surveys, Opinion",""
"XX103167","Body","","","",""
"XX103168","Body - Concept, image and perception","Body","","Concept - Body;Image - Body;Perception - Body",""
"XX35286","Body - Decoration","Body","","Body decoration;Decoration - Body","Art - Body art"
"XX101051","Body - Decoration - Body hair","Body - Decoration","","Body decoration - Body hair;Body hair;Decoration -  Body - Body hair",""
